species,locationgroup,model_type,analysis,fingerprint,status
6000,VLAA,aggregate not imputed: sum ~ year + month,df0e08ec865c5a6c16502a238094993b6d1fb89b,bcaf7be1fa5425a8efba99c32944563248d21886,converged
5927,NOH,aggregate imputed: sum ~ year + month,df1418fb8139fe4084064d1a663c853eda4f44a0,f08593d462fd4db3f0a119e82c5a2a64e1b06469,converged
1619,NOH,aggregate imputed: sum ~ year + month,df19f3e624e902275c4b596719f4be3bc8528894,0bc051d6fc1ff036ad510d2689057bbf682be972,converged
4860,ZSVAL,aggregate not imputed: sum ~ year + month,df19f9538675707659487422eff230b5c9f04ca9,26a3293477814f9a01faff858f29834f21af09ed,converged
1869,LO,aggregate not imputed: sum ~ year + month,df1dc69b6d85bad4fe3bdcc54d274265a05d1331,c5019d1c2a3a1eae3b53bc80985c063dd6ae88ea,converged
5410,NOH,aggregate not imputed: sum ~ year + month,df2e4ea504f0077b430724a45180ed373d8a72a4,3fcb6fff95641c0dd2be5da8a73b5e674b4347a7,converged
1620,VLN2K,yearly imputed index: Total ~ Year + Month,df34bf591e80a14782e4c8e3c3aa5e28cddb7476,a0ee8ddf9b42629d897d0976d00f67f9e1fc6872,converged
120,WETL,yearly imputed index: Total ~ Year,df3689448a8682276ef4c31e1d1fbf8fd6854092,634b1f8010846f0e2235522060ee874bfb751187,converged
4700,WAL,smoothed imputed index: Total ~ Year + Month,df3eb885f8ffef0b99b9828ea9f6139adef8fc27,289ec8e9a014f11e86693a4f536aa4b159d61d4e,converged
2210,ZSVAL,smoothed imputed index: Total ~ Year + Month,df4534c53cf360bc20291a3215420de12f617e4a,19e481a47200a6170c18e62a9e3055fbcfd60291,converged
5180,BEL,smoothed imputed index: Total ~ Year,df4a400dbef365050c5f01e46f00b4242d072ffa,f4bcdc0008b572418a250fd06e29f022a0819adc,converged
4070,ZSVAL,smoothed imputed index: Total ~ Year,df51e85011dd6b75569b1d289aec50bc0bdea7b6,96742f8c1d2a2088efaa3e47eafc95c7ca8982bf,converged
4850,BEL,inla binomial: year * (location + month),df5d56368e6e1d6da071400816febc1767ab1548,92e6a16704d0a8a06d82096e292bff60ea031966,converged
1220,LO,aggregate not imputed: sum ~ year + month,df6001add6244d6e21024703be9e5a5c3176b1ec,92a119e1fdb24bc7fc7bce23db2b59d44af3c04b,converged
20800,WETL,aggregate imputed: sum ~ year + month,df650d033de282104f01da2125a212c880313177,31308efba48cc93a4a4009d9a8339d3003f4e130,converged
1750,NOH,aggregate imputed: sum ~ year + month,df6bd266fefc13f215e608646a44938dfff77e9d,af1b9f50c780019b6de74639ac00ec4a81555550,converged
5410,RO,yearly imputed index: Total ~ Year,df6cd914b85711ecb9af0226e0356816f244d27c,8bd7ffd793fa8e221371f0101b147311a59d3b1b,converged
1220,ZSVAL,smoothed imputed index: Total ~ Year,df6ec670dcc4738c374ff8b1a25e1dcdee755992,81476d85507fc1ddc84e1b7aadb004419a9266cb,converged
1620,VLAA,aggregate imputed: max ~ year,df6f162855524ff169340dffc56adeb4eb281ab7,5f13f9d3d0b60b90f172958a9a42364348e25e68,converged
1620,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),df774f1db3e91f9aebe90042b1c0fcf158313ad4,f0e69116c6bbe17e10e1b5e89a158aa688372662,converged
5920,WAL,aggregate imputed: sum ~ year + month,df7a30351077232ebdd8342c89c1e89ceee98efb,b876175775bf57ac41ffb3f2ca55bda251216fd6,converged
5450,NOH,smoothed imputed index: Total ~ Year + Month,df840699e874940b73e8a276860be646b1020226,d1872c8844ac8f595697689ba830d48f90c0b0c2,converged
5180,NOH,yearly imputed index: Total ~ Year + Month,df8755c67eeefc560bda6cf6f3c65f493b720f63,751e37218c625873b9b8dff4eb3ab43262833f8a,converged
2230,NOH,smoothed imputed index: Total ~ Year,df94026bbff5e75c6afe730adf7fe3ef9a6868e6,d559145578f974fe9771e5ac359c10c05ddd7f8e,converged
100,VLN2K,smoothed imputed index: Total ~ Year + Month,df9cbb32e6b95fbf7721394e1ba2d99d9a5f4937,ba9685a6badddd69de392b747a439ab6457fd3d3,converged
4240,LO,aggregate not imputed: sum ~ year + month,dfa4b9d3f9561d8fdbfb498f4f6ed81973650f41,e5385f133a3eb137098c78039362b4a9a357989e,converged
1340,BELN2K,aggregate imputed: max ~ year,dfb7ecd77ab0a70f90024462acff66309900470b,684c7636e885a7d5358ffc31b1715c84b8a02e22,converged
4930,VLAA,aggregate imputed: sum ~ year + month,dfbce2d8ff2be3b94d72fa0cb902c5f9abe88bef,11076c8abe607c8208d982b641b3e3acfaa91007,converged
5560,NOH,aggregate imputed: max ~ year,dfc00afec6746e599704ed01382939c8c22e3934,ce5e5c66bf909ce8b40ecd43ebff93880fb874c7,converged
5170,ZSVAL,smoothed imputed index: Total ~ Year,dfc44bb06c1a89e3063ab6187e66099b46e6ebd9,be3dd0928f8c18876d1517aecdd8a1b96bb1eb3e,converged
4970,ZSVAL,aggregate imputed: sum ~ year + month,dfc7eb67c3741fce7b23fb1076083ca71d5b9e88,7ed1d80370aa2c9a3d7f7d2c3b1507900863340e,converged
5530,WALN2K,aggregate not imputed: sum ~ year + month,dfcdfa9df893e38e9e0976af0b99af56a60b2edb,56df17bb43a47506ca363537d87933e6643e4b9e,converged
2180,ZSVAL,yearly imputed index: Total ~ Year + Month,dfd2d3d6f754ec764d0efad1a2a5da45ba218cd9,0f2d6d439ef9f30f83b096611d055156c2133ac6,converged
20800,WAL,yearly imputed index: Total ~ Year,dfdce5408962a828cda21c262220e2c1aefda862,b5b66fd2a214cde92c9c1ac932ea2d925d81d70e,converged
100,WAL,yearly imputed index: Total ~ Year + Month,dfe2c4deaefd554dcdc13e97cf7f0320e89ecb06,63dc5e3cafd33d6bc4a135b230f7074bb306baf5,converged
1190,ZR,smoothed imputed index: Total ~ Year,dfe335257c67b560df33ec608da227ac00fea861,01dd806c92e096632a125a96ef6e5d1548fc445b,converged
4930,ZS,aggregate imputed: sum ~ year + month,dfe5a968dc7af33c4e2dea841cf57d02dd53cc81,c16425347ca1a808ee37ba964c46dae5d5724d9f,converged
720,WALN2K,smoothed imputed index: Total ~ Year + Month,dfe7a9c82df5bfca6678d3f9576a372ee8fdd6bc,7e208b6d9d1dd11fcfea387b1d72032ffb63cce7,converged
1840,WAL,yearly imputed index: Total ~ Year + Month,dff7680384c47a34f08aa9d703707eded93d9c40,1302bdc0ed028f1b528ad0e300e0c23393a4b366,converged
1520,BELN2K,aggregate not imputed: sum ~ year + month,e00054ffb5c0d7293c46d9be945e75c6bcb1a319,8e5793084737e249e50a0ae4ded2565895bdfd37,converged
1440,NOH,smoothed imputed index: Total ~ Year + Month,e003d35f0e9b8d96c1e51a404c1605595eea9c2f,2e135d65e7278b74888e42831ee06eac6dc3aba5,converged
4860,VLAA,inla zeroinflatednbinomial0: year * (location + month),e00560107d0360154de4fbaf203dda969b45ddf6,fe0278be56715de7838a792db8fce9afd3dda08a,converged
1860,VLN2K,yearly imputed index: Total ~ Year + Month,e00ad18b32a1fe1fc25ac51b2e18c1c20d969131,19ed2354f9c7e67fe10bfdee7007c15283f25f3e,converged
1620,ZSVAL,aggregate imputed: sum ~ year + month,e00b0bb67be6535fdd555a6fed4ae742df697de5,57aa218227e885d4e8e6a54a97f1b99534a5859c,converged
1700,WALN2K,smoothed imputed index: Total ~ Year,e0189afe115b3178cd487a32ee175e33ccb60682,7d0cbcfcce962d922e53940e8b0ff7a8b7dbdfad,converged
950,SEST,smoothed imputed index: Total ~ Year + Month,e0371dd18e3e8a02ef01cac993fd38886c602d64,ccf2866bda357880176df8bc1838a9a078ba3310,converged
5100,WETL,aggregate not imputed: sum ~ year + month,e03e7ff84125f79f87119dc6e4a000929f134f1a,b21267bb8fee6ccedff91e91999be3210f6e5a0a,converged
5610,SEST,aggregate not imputed: sum ~ year + month,e043300e3149e0b1143769bb4216a903bbc135c8,6f5796c88a31eb263efb030ad6eddfb8af9b7125,converged
5610,ZR,yearly imputed index: Total ~ Year,e046dd437ae2a56a0e4d3cefc4352f9b7a336696,ca4c6515a3a25b5c777c8899980fb360f0e72ba4,converged
1660,WALN2K,aggregate imputed: sum ~ year + month,e04873fc262f051ee5d4c87118c144b4d378bc1b,0050999e2770c86de471a2a4342338191fccfcc0,converged
2200,WETL,yearly imputed index: Total ~ Year,e04c8b81aaa1483f3be72382702aca5be9a7cb85,4c2e83365cac6c5fd9ea52035d1a85b68544a7f3,converged
5920,BELN2K,smoothed imputed index: Total ~ Year + Month,e054a30109f712d4af9270205dc0a1bd4ce447ed,ffb533c44f8cfc5a18ee06012a3ef303cd316594,converged
1700,SEST,yearly imputed index: Total ~ Year + Month,e0562a318ffc6233a8df96e3b2cdf51537bd3ab8,1ce4eb7707fd8e05fedf611612f2ef85b6747307,converged
1580,WETL,smoothed imputed index: Total ~ Year + Month,e0568a7c339ba88a7e52254e1afd9a262523cf63,0fd237dd8a75c42db70615ebfce56535a51e3477,converged
1190,RO,smoothed imputed index: Total ~ Year + Month,e057bc898e0ad4fc5d438cb0f5bb26b9f8641ae7,f74c82a3e6d18388346dbe31a03110daad4e47cc,converged
1860,BELN2K,aggregate not imputed: sum ~ year + month,e05d115f7b37e29dd3ddeca70ff86b34948a62d7,0d2ac1a49744a19e7313ba275dc484f85c7e1577,converged
1620,ZSVAL,yearly imputed index: Total ~ Year + Month,e066d5a5e2e807b57d4cad7a765ed7a3ac041ad5,517d0cf7837b8cb8010a3928b84fe809f7a4684f,converged
4930,VLN2K,aggregate not imputed: sum ~ year + month,e069e4938af6c8141976114e486eb0144ac81c9c,7c6258a3d90f08c06c02cfd401359995e61484af,converged
1960,BEL,aggregate not imputed: sum ~ year + month,e06a38a14e1df327fdecbfb2dfca43f86e65ac40,9c56a974b90af873d667a6a109dc5891ecc65838,converged
1670,WAL,smoothed imputed index: Total ~ Year + Month,e06af37947f35724194668628e37e2929353e771,1364bf1c56375438fa7b6464992187ee698ecbac,converged
2040,WAL,aggregate imputed: sum ~ year + month,e08636b81409ffe9d27d7fdc5c8826034e75ff30,c78847f78a873e17ff2ca86ca34888aa97ef5c8d,converged
1730,WAL,smoothed imputed index: Total ~ Year,e09824b21022eeb0e6ad7cf1b03908f5b2644421,62c7db8415a398652eedc3dc9ff42a693b9f79b5,converged
5180,VLN2K,aggregate not imputed: sum ~ year + month,e0a57994cb8ed00e5168f6d7659dd5d5bc4d2ed8,9c359b0888f40361c953e3548d82b6107c818aa7,converged
1980,ZS,smoothed imputed index: Total ~ Year,e0ab32f380f980cbbe6d1a223c0a2d7ae8c5c685,ed4d7973332463757eb68f9c9dbec28015150a20,converged
2200,VLN2K,yearly imputed index: Total ~ Year,e0c6a2ec06883b10bf28a187c51c855e0cb0bea9,766ccb7abc511b198c1262e2ff9ee5154449c538,converged
5530,NOH,yearly imputed index: Total ~ Year,e0d505bd9acec2ef2a8ca9e2344a4d57c4d737c5,21452d64bc29ae41f244b12bc7156f2ab01358be,converged
5190,VLAA,smoothed imputed index: Total ~ Year + Month,e0d6eedcf63738827f3bbaa662647b482d9cca15,25753dc204c66d718b556546a6eb1cba05dcabf5,converged
1790,WETL,smoothed imputed index: Total ~ Year,e0e926b69690f26f1c1252f60704b5ac70fe2f80,c4d1e04523fc505ac2b635e40e9a79e9ec18df90,converged
2180,WALN2K,smoothed imputed index: Total ~ Year + Month,e0f17c21ebfe65a9a37db739fecede68a924c704,5c8157ddf0da8c157f6d5bceaa73b946e3d9ce23,converged
4970,ZS,smoothed imputed index: Total ~ Year + Month,e0f8972dd92569427f3dcbfd408680b49f9a60c3,0a0dafa71b4addab1a3c7eda8d723f26aac20c36,converged
1210,BELN2K,aggregate imputed: sum ~ year + month,e0fbc4548ebe4e10a55d4f3920f656b301ca0add,83c23baa2ac1d9e91cf11d06eb64ebf5f2b56501,converged
1340,ZSVAL,aggregate imputed: sum ~ year + month,e0fea751de73f458a126cb14b893fa652696f5eb,b8b383d3526a18c1507838223716a88088e0c6a0,converged
2250,NOH,aggregate not imputed: sum ~ year + month,e1006e05fdc18804bfb7d72873fded3a8e035382,a3edc7e6490c8bd296fde9c8dfbb7347f2927f58,converged
1530,VLN2K,aggregate imputed: max ~ year,e102d95883a33ee8c038a73616ee560fc9af8547,4245259e6b14b27b508b10637e8007f9a8476f13,converged
1580,WALN2K,yearly imputed index: Total ~ Year + Month,e137bc0597675e1a89df58b24057e82fc7e139ba,f53133b33b1488aa5c7206d935e804fd4d6d3e63,converged
100,BELN2K,smoothed imputed index: Total ~ Year,e145ee59d34d2aefe0db297301325191522ebf36,16b028b830d648de29564e13b8cdaa03968e22c1,converged
2250,ZR,yearly imputed index: Total ~ Year + Month,e146147fc71a6a080add28caf1c3b5dd670aa5fd,332d62f8d6e49617c230143d14938f055db5f9c3,converged
1190,ZR,yearly imputed index: Total ~ Year + Month,e14876ae3d84b8d56d64bdc7ba2fd528218bda28,53a4e694edc67b51fb0a0d85a8f701d20fa0171f,converged
1619,WETL,aggregate imputed: max ~ year,e15268c9e9f56f4c2f364d6176fa207a12fe66e2,54f68aefa4fa7b3c58c5ed0751bbadeaa2251d30,converged
1670,VLN2K,yearly imputed index: Total ~ Year + Month,e163d87ddeb8f1f38ce0f8a029e349f929ca2b11,b87a4d527db65bac4b80e8b2944248598ea19dcf,converged
5560,VLAA,smoothed imputed index: Total ~ Year + Month,e184bef1a1b2231823635c44c3be8c521b81e3bd,1ca4bdfe401b5cdfa3db548e6aa75ad6a05d3b1b,converged
4930,ZR,smoothed imputed index: Total ~ Year + Month,e18e894453a3cdbd03dbe2ae146e2af66c68c24c,b1927df242b85852c9d910c0568d9d6c088f935a,converged
2210,ZSVAL,yearly imputed index: Total ~ Year,e197ee43eca3df74f31bb505b775cea44301b260,f06371178c2427274a665e60ebbd42d01efa5048,converged
120,VLAA,smoothed imputed index: Total ~ Year,e19bf8ac72b3187a57d837b021c3890585325c73,06a550da57f85c00a768ccfadc2dc73162b183b3,converged
1210,VLN2K,aggregate imputed: max ~ year,e1a499bf3833064c256137d3bcaefb6522291480,c65ecc7e261b5d50e81a4c82fdb1323f1451bcc6,converged
5910,WETL,yearly imputed index: Total ~ Year + Month,e1a604f94ac49c5eb4afd48b9b28a56b5d37be79,5099e193733936614929f76bf9a3a3540d302bd4,converged
4290,VLAA,smoothed imputed index: Total ~ Year,e1a76905bde9e49f45f06550b71ca3e1e1f97b2d,72eeefb4365c34f7d010586466db855ad765ac22,converged
5290,NOH,yearly imputed index: Total ~ Year,e1a969d8205d398141992e1d87d97f97f2b37080,f78a094572f17e68c30ba2bc46ef8fa2624c6d23,converged
5910,BEL,yearly imputed index: Total ~ Year,e1b839926aefd898334867726756fdcf652a13d5,81028892c87871d09411630de043f3dce9cac2ff,converged
5120,WAL,smoothed imputed index: Total ~ Year + Month,e1b9e4a20233f1fda74605185c66b8cf5591b477,8e8f69581a7bca5d4191104365e7559d876f382c,converged
5120,SEST,aggregate not imputed: sum ~ year + month,e1c168c6911b0fdc019c02d143229f46048761d6,cbbc3dd18d89b659a76d64a88fdf615254220330,converged
4860,VLAA,yearly imputed index: Total ~ Year,e1c32805f65958ad6808ade428cbb16a1e48780d,3c09a707ed448fc14b1264f5f866a30dfb57169a,converged
5926,BEL,aggregate imputed: max ~ year,e1cd39e2a0332249235e457399fc594daa62a1e1,c9d2c5e0c49170d2afd9c2c1ba3fba388d70367a,converged
120,NOH,yearly imputed index: Total ~ Year,e1d1d1a5e1889b947b574b6cf7af9d6a738c60fe,dd96485f9229582ade0004fbbc8744eca83274a2,converged
5340,SEST,aggregate not imputed: sum ~ year + month,e1d71b2a5e78e66538eacdcb88e23c192ab76347,bc3d3784ec2a49250f702f194ac15de1ba7a0e3d,converged
5910,SEST,smoothed imputed index: Total ~ Year,e1da6e4cf053b59d29e2d69a278ba3bd7ff087fa,ba7c7b7ecbcf2ba6d06ef109f758aa324e7d2154,converged
1710,WETL,smoothed imputed index: Total ~ Year,e1db78028d3b52bf0fe337944640aa7a049cbf44,03cc7ed15a8d4e93de1f351157192d2486cabe14,converged
4970,VLN2K,yearly imputed index: Total ~ Year,e1ecc948afa82624197ffca2121a6bf7f2b89130,6d25c3ac39057fd997c85dd051b0c5aed66d3c0e,converged
1574,ZR,smoothed imputed index: Total ~ Year,e1edce68d776a4f62cbf577b5a10b07b519bf43f,13b2d0f7b720ba587454449bac835a696299a01a,converged
5120,ZR,smoothed imputed index: Total ~ Year + Month,e1efb49ff536a0f2496eadb1df1b4fb9bc4d3f40,6870dde02226b0e49a0a8c924f3682dbe25fda56,converged
100,WETL,aggregate imputed: sum ~ year + month,e20684e29b000a958c23a8ba9de628578140f83c,540c9f857465f3cae8d4c898f506ed9d63ff5308,converged
1860,WETL,aggregate imputed: max ~ year,e20c4783f0dd2e47f19654a6e65071117ce70e0a,c15a393173931b22bcb4fd55b71793ee05f74d57,converged
1980,BEL,smoothed imputed index: Total ~ Year,e21afc9910ea66165a29c7ba8f86cfccb85ed4b6,bbe5576314ff908a902da87dde62d6ed30b12513,converged
5180,BEL,inla zeroinflatednbinomial0: year * (location + month),e21d58c392cedcb8a231d9e80b300fce9a55439f,07eedc73c51975ccd852156daf406152287f07b8,converged
5190,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),e21db8cff17a0fedcb70dcaa13025bd33280a1bd,abd66efc610c15820af41db1bd8b14b27a1cd079,converged
90,RO,aggregate not imputed: sum ~ year + month,e25f93d3c341a01f79acfa3703d4587ff6d2e004,7fe19711445a60149dca3f497879431f5e7ee797,converged
4500,LO,smoothed imputed index: Total ~ Year,e25fed97cac37c8587f3d2dd9ad3bad1dae8250a,d27e915f7f52c5403c021e00010aad6038e6fc33,converged
1220,BELN2K,smoothed imputed index: Total ~ Year + Month,e261151e9503db364ad8ca752a30d1026300f152,679384716a5ca1d9a381c158c1182dcb475368e0,converged
WI-steltloper,VLN2K,composite index: ~year,e263f3e34aaf30df4177809ea2c5b85c1c6ee61b,c170269afc99c76370521d9088e0e6c9a2b7a438,converged
70,BEL,yearly imputed index: Total ~ Year,e26e81f3209efe72a2ff113b9179cf139da11293,a9a65b256f7f8414277e2dc0f4d34ad52996dd18,converged
1670,WAL,yearly imputed index: Total ~ Year,e27472d22e6e2548ad86cde3c1c43bdec14eda4c,8a177b80f3b72c7ac3f3bdab424b141702c16d59,converged
720,ZR,aggregate imputed: sum ~ year + month,e27c6287e5cd8f31b1a5784adb6895218c541f7d,f57f027174c25750b267f0f8d0d4754d791a6e1f,converged
4290,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),e288fab175f740db737e2a969ce5e85a35a48068,471e28074fb7c15e96f90d96d6c5592815d37f99,converged
5610,VLAA,inla binomial: year * (location + month),e28f6f8fb9260f2c9c3ee2e5d61463dd26531b34,4ccb2d407dc244fc9c030cc022548cb93e751c6e,converged
1190,RO,smoothed imputed index: Total ~ Year,e293e40aed1e30c4fe6abaad05cad42a1a03d38b,9525e180781263154fd754c72194141337436dc8,converged
5920,WAL,smoothed imputed index: Total ~ Year + Month,e2a308792c6374463b1bab6c15b6d8484127fd75,4c32aad646d35c285fe66f7887f4d78983bc1428,converged
1860,WALN2K,yearly imputed index: Total ~ Year + Month,e2a74e7499090c274c3ecf2a24dc08657c144a5b,2a39ba4e397f2538daf5b65375d17a631c1e521d,converged
4070,BELN2K,aggregate not imputed: sum ~ year + month,e2ab8eb42e68ea28c7c1177b210e331073787545,321cb063abd77f3aabfb15bdbb738f2d9d4b675d,converged
4290,ZSVAL,aggregate imputed: sum ~ year + month,e2b2665d2265a468979be48c95827ebd1df1abeb,79cb9e332cc83fe8a95989266faabf4b52e99a3f,converged
1790,VLAA,aggregate not imputed: sum ~ year + month,e2bef8501c34cec209dc3b01378fd6a18bd2f182,4a0dd1b58124624026d0a7398712ef2095512230,converged
4070,WAL,aggregate not imputed: sum ~ year + month,e2cd549de6b11dbc419b5f3a4f15efc7e3b7cd7c,af03061a9ebe66cd0a29e742f7cfd0685cd4aea5,converged
1660,VLN2K,aggregate imputed: sum ~ year + month,e2e1b142813b835fc32afec5cb357e14c9ab1e8e,16fa744838cde1a3cd1c701db2f33d2788e26e86,converged
2180,VLAA,aggregate imputed: max ~ year,e2e3f9ba6a660c3cd03c4fcae4ed16d1bbe3bea5,a49fcc511717c902b0c3be551def13d792853f98,converged
2180,BELN2K,smoothed imputed index: Total ~ Year + Month,e2feec622be4595bde9f5cd03212b0bb6a834fec,d8191ff37d76f155eded54c73dc29aff6d9fa4ba,converged
4850,VLAA,inla zeroinflatednbinomial0: year * (location + month),e30639c2c30a8826fb582226fd06a7eeaf2bc1a1,14cb54f13ecf1841392156bc838659af972a0812,converged
6000,WETL,yearly imputed index: Total ~ Year + Month,e307514fcde12e36b70c37ac132d6746dd80dd16,0c9050c8625d86c3d28c26b7fd3c30d4644830ef,converged
100,VLAA,aggregate not imputed: sum ~ year + month,e30b739024dfb503a3900fac2025c575ddb1e0fe,d28f31be91d427e14a119121d844a4f79744af6d,converged
1869,RO,aggregate imputed: max ~ year,e30cce99807f41b3a6ac26403642e89fe396e52d,ed04d4cc67267402b1fb222a0d31a7e22ffd0af0,converged
1190,ZSVAL,yearly imputed index: Total ~ Year + Month,e30d37aba93b311505384a3e40c8ebf98ec71ace,0dfb5f4bec5a0777407d38f099b5265ec438a1ff,converged
4560,WETL,aggregate imputed: sum ~ year + month,e30db6a9fd9d505fb9ee8916434a24e00647e90f,72f7fc4fe88648ee697296793fbf60c9b07d86cd,converged
4560,VLAA,aggregate imputed: sum ~ year + month,e3108121a4458f0911e1127149a5239b90f04bea,5f12777c8119059e05fc61baedde83394f85629b,converged
1220,WETL,aggregate imputed: max ~ year,e31f95587d4d97844978d0715169a08621899aa7,4e9710bf41bd29729bd1bfb29b22a0dca5784d27,converged
5560,RO,aggregate imputed: max ~ year,e323f490657f8daaad8d3a34c7637e744a3861c2,76a897bfdc7150c8c269e1259c57bf188c7e6975,converged
1790,VLN2K,smoothed imputed index: Total ~ Year,e325acb26da2afd8fca8a45379eb83a693e60227,c24dec31ba7e10afd11f2bfa881f8cb51c8f3aff,converged
5927,WETL,smoothed imputed index: Total ~ Year,e3261aecee8591f42e28007252ddcae48694ddff,1ae6fd81b557e7f54ba5317088f4e8a09fe7e65f,converged
5120,WETL,aggregate imputed: sum ~ year + month,e32b7314997c1f0e6a7cf169a838aabea89ead99,6f2c6a7d9b8c3479a467c6f94ac7e2eee48b6d9d,converged
1780,WETL,smoothed imputed index: Total ~ Year,e32f197a65aa5c15eb2b822d03dad0e300a55c72,77683fea9b1b9e15c8046ce568ae1655c49bfdee,converged
1670,ZSVAL,smoothed imputed index: Total ~ Year,e34167a07a9575282fe720ef97da03afa4c3ed72,129e34bc1b8151cbacb6bc3eb7ea8c32cb21f5c1,converged
5410,NOH,yearly imputed index: Total ~ Year + Month,e347eb60f26a42971f4468461c722f84ec2d1771,bc6e27e16e468bbd774e4195412463efa4d982e3,converged
120,SEST,aggregate imputed: max ~ year,e35e484283ad9713fe0b251a7850129ad34f74dc,387e27bf7d1d52ecc1223ea34a1aed795e26d54f,converged
1580,WALN2K,smoothed imputed index: Total ~ Year + Month,e36ebfc5daff0dfa684e9dbc65c98ef5f62c524a,56440357aeaf73a2c092fc95ab63538c04d50c70,converged
1869,VLN2K,aggregate imputed: max ~ year,e37162002f6f5c4ab64f6dc44d49481c79500b33,9983e6281df3ee54840453754dae49e35ee89bc7,converged
5900,VLN2K,smoothed imputed index: Total ~ Year + Month,e3784b07c1bd35d20e71a4b268528425518ea121,998282abd192defa16dceb166474ccc6a6c17c5b,converged
1520,SEST,aggregate imputed: sum ~ year + month,e3787f147483f2e06b0a1a6dd8205d81418bcd77,fd5984d45f35ea1690dcd920cfec23faf0814dd3,converged
5910,WALN2K,aggregate not imputed: sum ~ year + month,e384912735a511df9043fe84497ce39c7d0fc8db,9a4a639bc02a9a048d10fee4586ad3645e5e3ff5,converged
5610,VLAA,inla zeroinflatednbinomial0: year * (location + month),e3866ddc6d9c7957a3444478249da583d0bb0bf3,7bae01e44fd2edc6e33de9b395426652f73a0eac,converged
5920,WAL,aggregate imputed: max ~ year,e39688f5a6f1aae3239e2e0b444d64451fca9c4d,e8a3006489b7b26a7f71a27bd7ac06ae16b3082d,converged
1860,BEL,inla binomial: year * (location + month),e3a53d8b6ddb2cc117edc91b1371dd8cedc9016f,6b938c0cd437b5aeef85515a2c9ed7cfac164518,converged
1610,VLN2K,aggregate not imputed: sum ~ year + month,e3ae3ec99896537736180a88679d0d91bf536a87,79457a64dd09d0e47a4633606954ccfa0b6eb0f0,converged
5120,ZSVAL,yearly imputed index: Total ~ Year,e3be935d8c2230ac6ed787325e3171b1f5690619,af517c733bb132ca4639d67c7067d2e8642817b1,converged
5610,WETL,aggregate not imputed: sum ~ year + month,e3ceac12e03e330635305647f74de1a16810ef3d,733276db2283211bf18360b0e96fd186427133bd,converged
120,VLAA,smoothed imputed index: Total ~ Year + Month,e3e5d8beb1af4f7dff0685bdd8c7d0a6c96e3d50,2f34d7b43eef4000fcd93acdfd000df1ce705935,converged
5120,BELN2K,aggregate imputed: sum ~ year + month,e3f3c8aafde8ada7db4fe17aaf2b53e2eae44aea,21ef2158b5ffbf06a8e0390ea7188b3346692850,converged
5340,BEL,aggregate not imputed: sum ~ year + month,e3f946f03b0e720655222a031f98626240ef3c87,9d608d4d575ddc5ac48e6366e2f48184e9017db9,converged
950,VLAA,aggregate not imputed: sum ~ year + month,e417ccfcde28cb0371467e6691a8de8f9efe0024,7e6756b35a876acf0c178d748cefc0bc16b320d2,converged
1700,BELN2K,aggregate imputed: max ~ year,e420277e01be41879635de14263d983182188b53,d103ba83eb7d59cd0513e3969ed1cbe18823308b,converged
4970,ZS,smoothed imputed index: Total ~ Year,e430de4c34060cdc8cb4ea94eefa65782925d057,70cf95e7b97c691dd6ec5f7452114c535bf7fdcc,converged
5410,RO,yearly imputed index: Total ~ Year + Month,e435d14c97b4caf0739568cf00836f8fc478bcd9,86aff7e076625885d2c8cf0a6a09768eac4c6b7f,converged
1700,BELN2K,smoothed imputed index: Total ~ Year + Month,e44d655dbbe12f03418df64b8a090a42d7a462d7,6fececd90154a33772a04b96c9964e655302757a,converged
4970,ZR,yearly imputed index: Total ~ Year,e45000503e0d17b2a42b265b700042d99d7af154,d9563ae2469951df7b6773067799ad5331669812,converged
5460,BELN2K,smoothed imputed index: Total ~ Year,e45343e565ea35b0f38d259af8372c9273b921b4,43cf74c928874fc905ffeb44a11f81495918534a,converged
4970,VLN2K,smoothed imputed index: Total ~ Year + Month,e454a80d44e16e176147025714d7943111e6ae20,dcbb02d8b116143a43740224c9de1d385dc2d22a,converged
5610,RO,smoothed imputed index: Total ~ Year + Month,e45bf3ae7e672a03faa8896686703d594c672c4a,23aca44c26345ecd0448f57d3407aa47bfc8719b,converged
90,WAL,aggregate imputed: sum ~ year + month,e462740247bc7a8cb4876a5f3cf308748537c9af,88f9841c1ca153624c93cbe22a63e2733edc0d50,converged
WI-alles,LO,composite index: ~year,e46c69c8850ab007b688196a013d07b4796bc751,2035ca8cfcd90fac5e53ee048d267af9950a5efa,converged
1680,BEL,aggregate imputed: sum ~ year + month,e472c36b74a7a7a597e3e72b956a73fc697b164b,41eabe0e5716b2c6f31261a8c799accf69c095f1,converged
4240,ZS,aggregate imputed: max ~ year,e481cd386736671754a4eb36bb08be1e03a429a7,0eeb8f19c499c1191a784120b1d67d5ac837c6fb,converged
1840,BELN2K,aggregate not imputed: sum ~ year + month,e482fd21dd2bdcab42d678cc052250fd357ea02f,e31190df5113c37cae7edc3bbd10d825fd110061,converged
2210,VLN2K,smoothed imputed index: Total ~ Year + Month,e487efc330a9ed2d70584cce8eb552f794455b1f,9c163b61e3dc4ac8cca952e9bea15a1e4a473955,converged
